FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106580996,ADVENTIST HEALTH AND RIDEOUT,20201,01/01/2020,03/31/2020,OPEN,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,,530-749-4663,726 FOURTH ST,MARYSVILLE,95901,RICK RAWSON,221,221,157,1303,38,237,721,0,0,464,0,0,23,2786,0,7448,175,1009,3241,0,0,1773,0,0,279,13925,0,26908,639,3081,15705,0,0,14363,0,0,1785,62481,131480046,3164796,16607143,53124138,0,0,34886696,0,0,3093876,242356695,62861217,1561889,6823494,36331497,0,0,33375677,0,0,3638016,144591790,5300378,150607442,3077589,19549044,72345786,0,0,0,24523921,0,0,0,0,0,0,3146545,278550705,0,0,0,0,0,39104402,1537663,3296855,15239346,0,0,42510091,0,0,6709423,108397780,1503199,123166106,0,0,0,0,0,0,408085,325967897,0,0,0,0,0,0,0,0,0,0,0,0,0
106150788,ADVENTIST HEALTH BAKERSFIELD,20201,01/01/2020,03/31/2020,OPEN,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254,254,177,797,868,219,911,0,0,256,995,3,30,4079,0,3865,3411,833,3067,0,0,1088,3397,7,77,15745,0,10979,3448,1851,12363,0,0,2353,17582,194,2166,50936,80445952,78507155,14665871,61375148,0,0,19759832,69277369,215797,2404367,326651491,50417011,37979163,6613442,55188827,0,0,20623830,76717297,63905,8287339,255890814,3170747,111955543,100519597,15156645,91996700,0,0,0,29757603,109187804,0,2982143,0,0,0,7279800,472006582,0,0,0,0,0,18303028,15438287,5875784,24336923,0,0,10390281,35428883,279702,482835,110535723,1344427,105463476,0,169972,0,0,0,0,2852290,135867997,0,0,0,0,0,0,0,0,0,0,0,0,0
106171049,ADVENTIST HEALTH CLEARLAKE,20201,01/01/2020,03/31/2020,OPEN,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVE,CLEARLAKE,95422,DAVID SANTOS,25,25,20,161,2,28,99,0,0,16,31,0,1,338,0,777,24,60,347,0,0,98,109,0,1,1416,0,23904,350,6812,24017,0,0,7295,3706,0,933,67017,10756080,288006,1134042,4393914,0,0,1022977,1732253,0,30936,19358208,22092525,664802,3883764,21222017,0,0,2431617,8026915,0,1797614,60119254,1448625,21328865,708800,3070332,17535884,-205998,0,0,2339216,4865362,0,1283940,0,0,0,1321974,53697000,0,2590169,0,0,2590169,10357734,220716,1742948,10224213,0,0,1248230,4662957,0,-86167,28370631,2088163,31225868,0,1573,0,0,0,0,1679825,41188173,0,0,0,0,0,0,0,0,0,0,0,0,0
106150706,ADVENTIST HEALTH DELANO,20201,01/01/2020,03/31/2020,OPEN,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-725-4800,1401 GARCES HIGHWAY,DELANO,93215,DAVID BUTLER,156,156,156,130,50,80,189,0,0,36,16,0,10,511,4,2330,451,2207,959,0,0,142,259,0,26,6374,4436,2236,849,2318,15172,0,0,2587,1775,0,1367,26304,6781338,1985852,8466122,4529990,0,0,932492,1709021,0,144438,24549253,3029590,1386081,1700000,11006373,0,0,3118587,1402496,0,1086704,22729831,343667,7424918,1708836,1981548,14164566,-397986,0,0,1695243,2396006,0,67500,0,0,0,0,29384298,0,0,0,0,0,1974843,1663097,8582560,1371797,0,0,2355836,715511,0,1231142,17894786,126865,20999622,0,0,0,0,0,0,153022,37152456,0,0,0,0,0,0,0,0,0,0,0,0,0
106190323,ADVENTIST HEALTH GLENDALE,20201,01/01/2020,03/31/2020,OPEN,Los Angeles,11 - Los Angeles,909,Church,Comparable,,818-409-8000,1509 WILSON TERRACE,GLENDALE,91206,KEVIN ROBERTS,515,462,276,2084,538,442,868,0,0,38,835,9,43,4857,0,11658,2480,3410,3118,0,0,154,3385,39,192,24436,0,15657,2328,1419,8544,0,0,3213,14093,144,702,46100,240835076,65123566,37046540,83589562,0,0,10638315,74019340,1215564,5950632,518418595,71593074,22910458,8869280,67918907,0,0,4218966,62744700,1525382,11327045,251107812,4348671,270045460,72421694,40254127,128823497,0,0,0,11416398,105726739,0,8285413,0,0,0,11217735,652539734,0,0,0,0,0,42168105,15208540,4427337,22317099,0,0,2860184,27717727,1240946,1046735,116986673,5818522,131553419,0,1672080,0,0,0,0,402701,187281034,0,0,0,0,0,0,0,0,0,0,0,0,0
106164029,ADVENTIST HEALTH HANFORD,20201,01/01/2020,03/31/2020,OPEN,Kings,09 - Central,615,Church,Comparable,Rural,559-582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230,230,126,811,246,239,908,0,0,185,421,0,20,2830,0,4143,1242,897,2991,0,0,467,1294,0,50,11084,0,11741,2422,3777,26726,0,0,6348,14752,0,1882,67648,44666417,12818728,8514915,33670879,0,0,4995451,14517834,0,955085,120139309,31882549,11486155,9069989,79403873,0,0,11971425,40145009,0,7865269,191824269,7146616,59934056,18350618,9367044,85769658,-1094662,0,0,12403824,31736389,0,1783750,0,0,0,8209402,233606695,0,4243265,0,0,4243265,15717103,5536042,7828189,31626558,0,0,1996999,19845616,0,49641,82600148,1485342,77204626,0,1675397,0,0,0,0,1016618,178649993,0,0,0,0,0,0,0,0,0,0,0,0,0
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20201,01/01/2020,03/31/2020,OPEN,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,Rural,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,24,266,24,31,73,0,0,11,52,0,2,459,0,1013,105,162,322,0,0,39,195,0,5,1841,0,6035,510,383,4347,0,0,1796,2483,0,635,16189,19525063,2087496,1474412,5121762,0,0,31805,4747359,0,758859,33746756,9581254,1005150,891582,8947532,0,0,897174,6522246,0,1460806,29305744,796357,20981238,2654885,1641250,11864025,0,0,0,635736,5127815,0,1439210,0,0,0,1046806,46187322,0,1218834,0,0,1218834,7906636,410031,647160,3143380,0,0,42845,5935539,0,-1579,18084012,1153060,19932911,0,755048,0,0,0,0,171571,61755204,0,0,0,0,0,0,0,0,0,0,0,0,0
106390923,ADVENTIST HEALTH LODI MEMORIAL,20201,01/01/2020,03/31/2020,OPEN,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,DANIEL WOLCOTT,190,190,86,769,251,184,450,0,0,83,327,0,22,2086,0,2917,1027,553,1424,0,0,323,1178,0,72,7494,0,15362,3962,2866,19496,0,0,3877,13411,0,3170,62144,87532528,28952442,15186854,37885510,0,0,5338205,30869514,0,2634426,208399479,57496299,16214801,9200601,55804251,0,0,4285714,45317599,0,7440650,195759915,4229982,127564226,40165449,20179299,81584707,0,0,0,4904234,52454959,0,754456,0,0,0,9116646,340953958,0,469191,0,0,469191,17067476,4435630,3616098,12258083,0,0,4098050,22021403,0,177887,63674627,845099,62420014,0,197360,0,0,0,0,641819,117434400,0,0,0,0,0,0,0,0,0,0,0,0,0
106100797,ADVENTIST HEALTH REEDLEY,20201,01/01/2020,03/31/2020,OPEN,Fresno,09 - Central,607,District,Comparable,Rural,559-582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49,49,18,79,15,80,240,0,0,2,56,0,3,475,0,434,98,177,432,0,0,5,127,0,8,1281,0,18085,4228,14708,82049,0,0,1411,18970,0,7309,146760,2734951,611791,1615418,4567803,0,0,79292,1151314,0,93549,10854118,9832058,3097989,6436360,38947257,0,0,1158679,11121105,0,4386562,74980010,3085074,5279969,2367638,2051381,19009151,-1230261,0,0,246066,4616495,0,860974,0,0,0,3003141,39289628,0,462626,0,0,462626,7096316,1112124,5717962,25406656,0,0,244129,6824281,0,605658,47007126,259046,43150937,0,346840,0,0,0,0,3282298,29423645,0,0,0,0,0,0,0,0,0,0,0,0,0
106560525,ADVENTIST HEALTH SIMI VALLEY,20201,01/01/2020,03/31/2020,OPEN,Ventura,10 - Santa Barbara/Ventura,813,Church,Comparable,,805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,144,130,91,658,326,78,257,0,0,16,493,0,17,1845,0,3394,1406,319,1056,0,0,62,1616,0,55,7908,0,2609,842,700,3130,0,0,3127,8086,0,354,18848,56196765,26326834,4714471,17476918,0,0,1906780,29648254,0,1264163,137534185,14418295,8357299,3581643,14633066,0,0,3048165,30111374,0,3241140,77390982,2974745,60876083,29100588,7880777,29281290,0,0,0,2970543,37121671,0,826960,0,0,0,3503480,174536137,0,0,0,0,0,9622105,5229767,220794,2522898,0,0,1379685,20709155,0,704626,40389030,812070,43656405,0,20031,0,0,0,0,1296298,121859433,0,0,0,0,0,0,0,0,0,0,0,0,0
