FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106010735,ALAMEDA HOSPITAL,20194,10/01/2019,12/31/2019,OPEN,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-437-4800,2070 CLINTON AVE,ALAMEDA,94501,DELVECCHIO FINLEY,247,247,247,356,86,85,150,0,15,3,61,0,24,780,0,2259,1090,13189,818,0,36,12,708,0,1013,19125,0,2699,396,1144,2911,0,315,250,1684,0,422,9821,31255381,6399625,42835018,10403593,0,818942,135061,3693802,0,4518652,100060074,9303599,1497865,1780448,10463389,0,1386013,792173,5991974,0,1953954,33169415,4857691,33584494,6276365,39012414,18713906,0,0,2204955,775762,6839787,0,1291285,0,0,0,0,113556659,0,0,0,0,0,6974486,1621125,5603052,2153076,0,0,151472,2845989,0,323630,19672830,21506,21770569,0,1245666,0,0,0,0,1522513,11090047,0,0,0,0,0,0,0,0,0,0,0,0,0
106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,20194,10/01/2019,12/31/2019,OPEN,Alameda,05 - East Bay,415,Non Profit Corp.,Comparable,,510-204-4444,2450 ASHBY AVENUE,BERKELEY,94705,GERALD KOZAI,393,393,231,779,239,548,789,0,0,120,1043,33,28,3579,0,4531,1178,2327,2805,0,0,1731,4897,106,72,17647,0,5555,1600,935,4175,2,0,597,9543,698,287,23392,62062161,17798606,30940763,47711064,0,0,24754592,63442991,1665561,1150149,249525887,64546088,19312211,5354118,35145149,8038,0,4540084,67370734,3474800,1357764,201108986,2196570,99020626,29303872,5551138,65832305,0,7313,0,23881226,52390315,0,5140361,0,0,0,585605,283909331,970919,0,0,7228401,8199320,26434909,8755484,30736067,17018003,725,0,5365168,85045515,0,1568991,174924862,2430337,171230329,0,2143835,0,0,0,0,4519082,90420394,0,0,0,0,0,0,0,0,0,0,0,0,0
106010776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,20194,10/01/2019,12/31/2019,OPEN,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-428-3885,747 52ND STREET,OAKLAND,94609,"MICHAEL ANDERSON, MD",190,190,190,1,0,671,840,0,0,0,591,0,39,2142,0,8,0,5339,2519,0,0,0,2352,0,84,10302,0,284,0,13873,35436,0,0,0,19764,140,2653,72150,104602,0,104504136,48628805,0,0,0,57350188,0,1012050,211599781,3376903,0,45721617,76026294,0,0,0,72135396,191497,4719099,202170806,2108472,2219387,0,63070093,105758975,0,0,0,0,77930704,0,540329,0,0,0,0,251627960,0,0,0,0,0,1262118,0,87155660,18896124,0,0,0,49446407,0,5382318,162142627,12618857,156973333,0,5714466,0,0,0,0,22518000,337579000,0,0,0,0,0,0,0,0,0,0,0,0,0
106010846,HIGHLAND HOSPITAL,20194,10/01/2019,12/31/2019,OPEN,Alameda,05 - East Bay,417,City/County,Comparable,,510-437-4800,1411 EAST 31ST STREET,OAKLAND,94602,DELVECCHIO FINLEY,449,435,435,1107,130,844,1644,0,178,35,244,6,217,4405,0,7643,714,13337,9488,0,765,250,1330,35,1212,34774,0,14405,566,9369,38426,0,10997,400,2380,78,4349,80970,124647742,15940777,84120671,133656620,0,14596513,5362380,24364935,733339,13866353,417289330,40540319,3896595,23247704,92815107,0,24465969,2183350,12957924,554920,18353090,219014978,23701114,132454391,16039536,84479523,178923357,-29725982,0,39062482,5847755,18376297,0,1260008,0,0,0,6300296,476718777,0,0,10154070,0,10154070,32733670,3797836,52614834,47548370,0,10154070,1697975,18946562,28251,2218033,169739601,44317110,249025993,0,0,0,0,0,0,36876969,174402275,0,0,0,0,0,0,0,0,0,0,0,0,0
106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,20194,10/01/2019,12/31/2019,OPEN,Alameda,05 - East Bay,421,Investor - Corp.,Comparable,,510-357-8300,2800 BENEDICT DRIVE,SAN LEANDRO,94577,VARSHA CHAUHAN,99,99,99,50,19,6,46,0,0,1,16,0,0,138,0,1934,884,560,2589,0,0,82,364,0,0,6413,0,0,0,0,0,0,0,0,0,0,0,0,20739348,9477824,4168743,22360324,0,0,785062,2930106,0,0,60461407,0,0,0,0,0,0,0,0,0,0,0,15716,15063348,8090417,3509751,16554724,0,0,0,379773,1496452,0,0,0,0,0,0,45110181,0,0,0,0,0,5676000,1387407,658992,5805600,0,0,405289,1417938,0,0,15351226,34140,11457606,0,0,0,0,0,0,369727,3069691,0,0,0,0,0,0,0,0,0,0,0,0,0
106010937,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,20194,10/01/2019,12/31/2019,OPEN,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-655-4000,350 HAWTHORNE AVENUE,OAKLAND,94609,GERALD KOZAI,395,395,223,1472,359,199,612,0,0,76,401,28,24,3171,0,8996,1758,555,2967,0,0,349,1991,116,106,16838,0,3043,672,464,4297,0,0,310,2549,373,237,11945,136655128,34562609,17912014,53306792,0,0,7097518,37891900,2574204,2196026,292196191,40536488,11371097,4966704,31938487,0,0,2839329,41281143,1206006,1073991,135213245,2456149,142951491,37347136,3609932,69893797,0,0,0,8539183,32412965,0,3780210,0,0,0,1400020,302390883,0,0,0,0,0,32866671,8578344,19242294,15347862,0,0,1315212,46070731,0,1597439,125018553,23150525,166447264,0,10692341,0,0,0,0,33234443,508402643,0,0,0,0,0,0,0,0,0,0,0,0,0
106010967,ST. ROSE HOSPITAL,20194,10/01/2019,12/31/2019,OPEN,Alameda,05 - East Bay,421,Non Profit Corp.,Comparable,,510-264-4000,27200 CALAROGA AVENUE,HAYWARD,94545,AMAN DHUPER,171,171,165,448,90,137,345,6,0,9,93,46,21,1195,0,1965,279,475,1034,8,0,34,247,65,44,4151,0,1825,243,856,3566,242,0,457,1033,218,1091,9531,41402862,8238114,9797128,23293957,73962,0,1493657,7470847,429204,1789800,93989531,9498189,1606544,3513640,13460904,1510400,0,1440771,4383055,283633,3216520,38913656,5620760,37016178,8466753,15156777,32371417,0,1433010,0,86267,10194773,0,463448,-367122,0,0,238891,110681152,0,0,0,0,0,13884873,1377905,-1846009,4383444,151352,0,2848161,1659129,616511,-853331,22222035,156822,29025073,0,40033,0,0,0,0,956456,34024798,0,0,0,0,0,0,0,0,0,0,0,0,0
106010987,WASHINGTON HOSPITAL - FREMONT,20194,10/01/2019,12/31/2019,OPEN,Alameda,05 - East Bay,421,District,Comparable,,510-797-1111,2000 MOWRY AVENUE,FREMONT,94538,NANCY FARBER,341,319,144,1132,189,173,356,0,0,46,888,16,37,2837,0,6099,1047,899,1855,0,0,124,3054,26,108,13212,0,13353,1389,1009,5713,0,0,897,13414,50,1301,37126,161416840,23944428,19907763,48055776,0,0,5779901,80724254,524862,4181580,344535404,76739939,10486856,4010764,23208465,0,0,3817026,48011386,294225,4630525,171199186,10441578,207826093,29245717,19909921,64365974,0,0,0,5822006,59536526,0,819087,0,0,0,905752,398872654,0,0,0,0,0,30253516,5170055,3703703,6898207,0,0,3761253,66780544,0,294658,116861936,1346800,124417238,0,5610205,0,0,0,0,1792745,703528515,0,26,87,367,2758359,1803782,2584612,237,0,1977292,0,0,0
106013687,MERRITT PERALTA INSTITUTE CDRH,20194,10/01/2019,12/31/2019,OPEN,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-869-8802,3012 SUMMIT STREET,OAKLAND,94609,GERALD KOZAI,24,24,22,0,2,0,0,0,0,6,113,0,1,122,0,0,30,0,0,0,0,71,1700,0,2,1803,0,0,0,0,0,0,0,0,812,0,0,812,0,61937,0,0,0,0,92095,3811442,0,5712,3971186,0,0,0,0,0,0,0,1020715,0,0,1020715,0,0,61937,0,0,0,0,0,38990,1525158,0,0,0,0,0,0,1626085,0,0,0,0,0,0,0,0,0,0,0,53105,3306999,0,5712,3365816,525,855654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106014034,FREMONT HOSPITAL,20194,10/01/2019,12/31/2019,OPEN,Alameda,05 - East Bay,421,Investor - Corp.,Comparable,,510-796-1100,39001 SUNDALE DRIVE,FREMONT,94538,PATRICIA WILLIAMS,148,148,148,143,5,228,0,0,0,227,617,0,1,1221,0,1283,35,1552,0,0,0,1546,5074,0,9,9499,0,249,0,0,0,0,0,414,1472,1,0,2136,3079200,84000,3724800,0,0,0,3710400,12178200,0,21000,22797600,96720,0,0,0,0,0,262600,919700,310,0,1279330,321714,1391874,54178,1559580,0,0,0,0,1605414,5648220,0,310,0,0,0,0,10581290,0,0,0,0,0,1462332,29822,2165220,0,0,0,2367586,7449680,0,21000,13495640,404,9649517,709940,12892,0,0,0,0,325493,30630751,0,0,0,0,0,0,0,0,0,0,0,0,0
