FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106150788,ADVENTIST HEALTH BAKERSFIELD,20192,04/01/2019,06/30/2019,Open,Kern,09 - Central,0617,Non Profit Corp.,Comparable,,661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254 ,254 ,172 ,884 ,802 ,267 ,875 ,0 ,0 ,266 ,"1,028 ",4 ,22 ,"4,148 ",0 ,"3,929 ","3,297 ",957 ,"2,782 ",0 ,0 ,"1,080 ","3,194 ",12 ,68 ,"15,319 ",0 ,"11,473 ","3,611 ","1,845 ","12,300 ",0 ,0 ,"2,904 ","17,527 ",28 ,"2,030 ","51,718 ","76,448,825 ","70,244,967 ","15,465,370 ","50,836,223 ",0 ,0 ,"18,588,386 ","65,240,649 ","245,264 ","1,381,663 ","298,451,347 ","46,819,709 ","34,552,352 ","6,287,085 ","49,122,950 ",0 ,0 ,"19,669,974 ","67,878,862 ","73,383 ","5,368,061 ","229,772,376 ","3,243,878 ","103,972,893 ","82,657,932 ","20,249,728 ","86,276,493 ",0 ,0 ,0 ,"27,460,251 ","94,434,295 ",0 ,"633,857 ",0 ,0 ,0 ,"7,790,400 ","426,719,727 ",0 ,0 ,0 ,0 ,0 ,"18,404,096 ","21,770,085 ","872,488 ","13,448,125 ",0 ,0 ,"10,376,488 ","34,842,703 ","318,647 ","1,471,364 ","101,503,996 ","1,271,642 ","100,973,663 ",0 ,"522,932 ",0 ,0 ,0 ,0 ,"4,713,096 ","133,266,217 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106171049,ADVENTIST HEALTH CLEARLAKE,20192,04/01/2019,06/30/2019,Open,Lake,01 - Northern California,0115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVENUE ,CLEARLAKE,95422,DAVID SANTOS,25 ,25 ,19 ,170 ,7 ,21 ,119 ,0 ,0 ,12 ,13 ,0 ,2 ,344 ,0 ,803 ,17 ,68 ,383 ,0 ,0 ,31 ,52 ,0 ,3 ,"1,357 ",0 ,"22,039 ",317 ,"7,026 ","22,275 ",0 ,0 ,"5,894 ","3,473 ",0 ,807 ,"61,831 ","9,439,214 ","123,002 ","1,166,281 ","5,439,897 ",0 ,0 ,"68,034 ","581,958 ",0 ,"134,651 ","16,953,037 ","22,614,239 ","615,094 ","4,408,581 ","21,733,292 ",0 ,0 ,"1,790,182 ","7,491,632 ",0 ,"1,028,545 ","59,681,565 ","1,313,229 ","17,885,211 ","582,458 ","1,347,520 ","21,915,972 ","(205,998)",0 ,0 ,"270,060 ","3,882,593 ",0 ,"1,011,509 ",0 ,0 ,0 ,"831,733 ","48,834,287 ",0 ,"2,363,051 ",0 ,0 ,"2,363,051 ","13,150,626 ","152,100 ","3,959,056 ","7,265,830 ",0 ,0 ,"1,725,362 ","3,774,024 ",0 ,"136,368 ","30,163,366 ","1,286,756 ","27,695,263 ",0 ,"12,988 ",0 ,0 ,0 ,0 ,"2,114,364 ","40,158,581 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106040875,ADVENTIST HEALTH FEATHER RIVER,20192,04/01/2019,06/30/2019,Open,Butte,01 - Northern California,0220,Church,Comparable,,530-877-9361,5974 PENTZ ROAD,PARADISE,95969,ED GONZALEZ,100 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"15,682 ",0 ,"4,189 ","9,851 ",0 ,0 ,"4,601 ","2,814 ",0 ,693 ,"37,830 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"8,165,030 ",0 ,"769,307 ","4,706,742 ",0 ,0 ,"185,830 ","3,690,479 ",0 ,"147,910 ","17,665,298 ","128,780 ","5,831,319 ",0 ,"156,140 ","2,512,108 ",0 ,0 ,0 ,"102,587 ","2,900,913 ",0 ,0 ,0 ,0 ,0 ,"46,142 ","11,677,989 ",0 ,0 ,0 ,0 ,0 ,"1,851,106 ",0 ,"619,636 ","2,396,212 ",0 ,0 ,"36,507 ","1,002,686 ",0 ,"81,162 ","5,987,309 ","3,362,588 ","12,587,366 ",0 ,"(39,592)",0 ,0 ,0 ,0 ,0 ,"49,496,614 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106190323,ADVENTIST HEALTH GLENDALE,20192,04/01/2019,06/30/2019,Open,Los Angeles,11 - Los Angeles,0909,Church,Comparable,,818-409-8000,1509 WILSON TERRACE,GLENDALE,91206,KEVIN ROBERTS,515 ,462 ,259 ,"2,132 ",443 ,439 ,962 ,0 ,0 ,83 ,889 ,32 ,17 ,"4,997 ",0 ,"11,073 ","1,875 ","2,767 ","3,529 ",0 ,0 ,443 ,"3,342 ",129 ,72 ,"23,230 ",0 ,"16,030 ","2,659 ","1,526 ","9,999 ",0 ,0 ,"2,380 ","17,296 ",46 ,"1,025 ","50,961 ","215,881,901 ","46,697,828 ","30,487,192 ","81,442,292 ",0 ,0 ,"2,344,085 ","69,142,586 ","2,201,311 ","1,219,218 ","449,416,413 ","72,527,021 ","21,769,542 ","7,687,438 ","65,937,323 ",0 ,0 ,"2,948,860 ","68,601,501 ","548,505 ","12,285,064 ","252,305,254 ","2,270,298 ","245,167,805 ","58,992,895 ","30,003,867 ","119,890,227 ",0 ,0 ,0 ,"3,745,579 ","98,228,933 ",0 ,"9,989,183 ",0 ,0 ,0 ,"13,569,629 ","581,858,416 ",0 ,0 ,0 ,0 ,0 ,"37,507,450 ","8,655,557 ","4,481,283 ","27,345,447 ",0 ,0 ,"1,410,423 ","37,380,071 ",0 ,"3,083,020 ","119,863,251 ","4,514,664 ","126,079,916 ",0 ,"1,852,864 ",0 ,0 ,0 ,0 ,"2,373,244 ","194,658,247 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106164029,ADVENTIST HEALTH HANFORD,20192,04/01/2019,06/30/2019,Open,Kings,09 - Central,0615,Church,Comparable,Rural,559-582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230 ,230 ,126 ,785 ,236 ,262 ,943 ,0 ,0 ,159 ,385 ,0 ,26 ,"2,796 ",0 ,"3,951 ","1,314 ",930 ,"3,034 ",0 ,0 ,443 ,"1,194 ",0 ,124 ,"10,990 ",0 ,"14,279 ","2,232 ","4,066 ","27,926 ",0 ,0 ,"5,518 ","16,091 ",3 ,"1,767 ","71,882 ","40,436,026 ","13,337,231 ","6,801,966 ","31,499,509 ",0 ,0 ,"4,579,499 ","13,308,499 ",0 ,"1,119,280 ","111,082,010 ","33,544,945 ","8,260,264 ","8,645,602 ","74,854,912 ",0 ,0 ,"11,031,945 ","38,713,875 ","13,021 ","7,645,191 ","182,709,755 ","3,628,355 ","59,460,396 ","17,736,790 ","7,675,399 ","83,751,234 ","(1,094,663)",0 ,0 ,"6,548,850 ","29,350,925 ",0 ,"778,700 ",0 ,0 ,0 ,"8,335,947 ","216,171,933 ",0 ,"4,298,721 ",0 ,0 ,"4,298,721 ","14,247,773 ","3,546,717 ","12,690,939 ","22,435,105 ",0 ,0 ,"8,271,240 ","20,090,745 ",590 ,"635,444 ","81,918,553 ","1,815,329 ","77,556,436 ",0 ,"(2,052,606)",0 ,0 ,0 ,0 ,"5,373,659 ","205,201,867 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20192,04/01/2019,06/30/2019,Open,Mendocino,01 - Northern California,0112,Non Profit Corp.,Comparable,Rural,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25 ,25 ,23 ,229 ,29 ,27 ,89 ,0 ,0 ,11 ,46 ,0 ,1 ,432 ,0 ,938 ,131 ,110 ,385 ,0 ,0 ,53 ,136 ,0 ,2 ,"1,755 ",0 ,"6,140 ",557 ,359 ,"4,247 ",0 ,0 ,"1,759 ","2,701 ",0 ,338 ,"16,101 ","16,163,022 ","2,538,884 ","1,523,671 ","4,848,169 ",0 ,0 ,"249,488 ","3,125,767 ",0 ,"363,468 ","28,812,469 ","8,373,357 ","875,467 ","842,256 ","7,542,708 ",0 ,0 ,"735,365 ","5,529,449 ",0 ,"837,950 ","24,736,552 ","697,630 ","15,885,644 ","1,728,364 ","1,655,326 ","11,007,765 ",0 ,0 ,0 ,"131,952 ","3,949,472 ",0 ,"1,186,926 ",0 ,0 ,0 ,"512,989 ","36,756,068 ",0 ,"1,387,587 ",0 ,0 ,"1,387,587 ","8,179,312 ","1,619,377 ","552,063 ","2,121,059 ",0 ,0 ,"1,228,420 ","4,433,803 ",0 ,"46,506 ","18,180,540 ","885,659 ","18,740,732 ",0 ,"670,651 ",0 ,0 ,0 ,0 ,"6,120,214 ","65,321,275 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106390923,ADVENTIST HEALTH LODI MEMORIAL,20192,04/01/2019,06/30/2019,Open,San Joaquin,06 - North San Joaquin,0505,Non Profit Corp.,Comparable,,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240,DANIEL WOLCOTT,190 ,190 ,91 ,833 ,219 ,167 ,508 ,0 ,0 ,29 ,375 ,0 ,25 ,"2,156 ",0 ,"3,421 ",850 ,667 ,"1,704 ",0 ,0 ,99 ,"1,086 ",0 ,76 ,"7,903 ",0 ,"17,560 ","3,581 ","3,394 ","23,473 ",0 ,0 ,"5,708 ","11,321 ",70 ,"1,195 ","66,302 ","92,652,068 ","23,919,800 ","16,065,274 ","40,383,466 ",0 ,0 ,"2,686,270 ","28,876,219 ",0 ,"2,763,000 ","207,346,097 ","54,680,631 ","15,222,200 ","8,987,316 ","56,530,434 ",0 ,0 ,"5,025,105 ","42,435,052 ","23,055 ","7,637,874 ","190,541,667 ","2,181,952 ","130,374,871 ","35,453,417 ","23,428,986 ","86,779,964 ",0 ,0 ,0 ,"3,519,257 ","46,116,297 ",0 ,"851,058 ",0 ,0 ,0 ,"8,724,633 ","337,430,435 ",0 ,"803,903 ",0 ,0 ,"803,903 ","17,106,775 ","3,608,366 ","2,274,208 ","9,460,355 ",0 ,0 ,"4,188,906 ","21,594,189 ",0 ,"3,028,433 ","61,261,232 ","765,058 ","62,839,758 ",0 ,"(280,081)",0 ,0 ,0 ,0 ,"1,358,419 ","124,170,408 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106100797,ADVENTIST HEALTH REEDLEY,20192,04/01/2019,06/30/2019,Open,Fresno,09 - Central,0607,District,Comparable,Rural,559-582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49 ,49 ,15 ,47 ,17 ,81 ,207 ,0 ,0 ,2 ,45 ,0 ,10 ,409 ,0 ,196 ,64 ,177 ,475 ,0 ,0 ,5 ,107 ,0 ,24 ,"1,048 ",0 ,"19,334 ","4,263 ","12,554 ","82,675 ",0 ,0 ,"1,518 ","18,232 ","3,163 ","3,079 ","144,818 ","1,342,043 ","560,556 ","1,691,497 ","4,261,422 ",0 ,0 ,"60,168 ","919,336 ",0 ,"137,873 ","8,972,895 ","8,988,113 ","2,135,411 ","5,777,834 ","37,787,460 ",0 ,0 ,"1,234,818 ","8,928,046 ","534,271 ","2,739,776 ","68,125,729 ","1,194,811 ","3,624,122 ","2,308,556 ","2,474,695 ","16,185,410 ","(1,230,261)",0 ,0 ,"276,648 ","4,268,543 ",0 ,"975,332 ",0 ,0 ,0 ,"2,885,750 ","32,963,606 ",0 ,"432,669 ",0 ,0 ,"432,669 ","6,441,759 ","439,365 ","6,368,569 ","25,248,199 ",0 ,0 ,"833,970 ","4,737,878 ","98,510 ","399,437 ","44,567,687 ","3,415,940 ","40,311,138 ",0 ,"449,125 ",0 ,0 ,0 ,0 ,"428,482 ","32,398,086 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106580996,ADVENTIST HEALTH RIDEOUT,20192,04/01/2019,06/30/2019,Open,Yuba,02 - Golden Empire,0227,Non Profit Corp.,Comparable,,530-749-4663,726 FOURTH STREET,MARYSVILLE,95901,RICK RAWSON,221 ,221 ,155 ,"1,295 ",38 ,241 ,775 ,0 ,0 ,510 ,0 ,0 ,29 ,"2,888 ",0 ,"7,281 ",189 ,995 ,"3,471 ",0 ,0 ,"1,897 ",0 ,0 ,227 ,"14,060 ",0 ,"24,746 ",574 ,"2,687 ","13,846 ",22 ,0 ,"12,583 ",0 ,0 ,793 ,"55,251 ","113,698,794 ","2,966,931 ","14,940,951 ","50,314,379 ",0 ,0 ,"32,110,652 ",0 ,0 ,"2,553,337 ","216,585,044 ","71,763,592 ","1,665,588 ","7,791,571 ","40,156,265 ","62,922 ",0 ,"36,493,649 ",0 ,0 ,"2,300,834 ","160,234,421 ","5,465,162 ","143,208,038 ","3,580,236 ","18,952,128 ","70,592,095 ",0 ,"54,304 ",0 ,"22,093,707 ",0 ,0 ,0 ,0 ,0 ,0 ,"4,221,815 ","268,167,485 ",0 ,0 ,0 ,0 ,0 ,"42,254,348 ","1,052,283 ","3,780,394 ","19,878,549 ","8,617 ",0 ,"41,045,431 ",0 ,0 ,"632,358 ","108,651,980 ","2,390,017 ","114,523,588 ","13,424,007 ","243,153 ",0 ,0 ,0 ,0 ,"6,735,049 ","342,714,735 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106560525,ADVENTIST HEALTH SIMI VALLEY,20192,04/01/2019,06/30/2019,Open,Ventura,10 - Santa Barbara/Ventura,0813,Church,Comparable,,805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,144 ,130 ,88 ,742 ,250 ,85 ,294 ,0 ,0 ,27 ,538 ,0 ,7 ,"1,943 ",0 ,"3,237 ","1,005 ",326 ,"1,037 ",0 ,0 ,95 ,"1,900 ",0 ,17 ,"7,617 ",0 ,"3,188 ",947 ,629 ,"3,314 ",0 ,0 ,"3,196 ","9,323 ",0 ,384 ,"20,981 ","54,199,438 ","18,451,995 ","4,241,019 ","17,054,714 ",0 ,0 ,"388,516 ","34,964,062 ",0 ,"1,823,294 ","131,123,038 ","14,626,654 ","8,824,890 ","3,333,162 ","14,117,249 ",0 ,0 ,"1,110,863 ","30,722,189 ",0 ,"2,377,014 ","75,112,021 ","2,053,872 ","59,055,805 ","21,381,866 ","5,872,741 ","30,432,072 ",0 ,0 ,0 ,"895,842 ","39,109,389 ",0 ,"632,467 ",0 ,0 ,0 ,"4,920,047 ","164,354,101 ",0 ,0 ,0 ,0 ,0 ,"9,203,334 ","5,711,166 ","1,699,296 ","712,556 ",0 ,0 ,"518,630 ","23,068,748 ",0 ,"967,228 ","41,880,958 ","419,209 ","41,668,481 ",0 ,"5,339 ",0 ,0 ,0 ,0 ,"100,855 ","122,051,376 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
