FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106150808,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,20172,04/01/2017,06/30/2017,Open,Kern,09,0623,District,Comparable,Rural,(661) 823-3000,115 WEST E STREET,TEHACHAPI,93561,DAVID EASTMAN,25 ,24 ,24 ,5 ,0 ,2 ,2 ,0 ,0 ,1 ,2 ,0 ,0 ,12 ,0 ,13 ,0 ,5 ,7 ,0 ,0 ,2 ,6 ,0 ,0 ,33 ,0 ,"1,346 ",350 ,755 ,"5,595 ",0 ,0 ,622 ,486 ,0 ,519 ,"9,673 ","367,310 ",0 ,"349,417 ","18,868 ",0 ,0 ,"108,583 ","9,006 ",0 ,0 ,"853,184 ","3,115,365 ","1,800,078 ","1,104,871 ","6,499,456 ",0 ,0 ,"680,988 ","3,094,816 ",0 ,"1,448,953 ","17,744,527 ","105,223 ","1,688,089 ","688,236 ","1,630,968 ","5,460,199 ",0 ,0 ,0 ,"836,951 ","2,510,854 ",0 ,"9,179 ",0 ,0 ,0 ,"568,673 ","13,498,372 ",0 ,0 ,0 ,0 ,0 ,"1,794,586 ","1,111,842 ","(176,680)","1,058,125 ",0 ,0 ,"(47,380)","592,968 ","(9,179)","775,057 ","5,099,339 ","1,867 ","5,506,126 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,079,055 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106164029,ADVENTIST MEDICAL CENTER - HANFORD,20172,04/01/2017,06/30/2017,Open,Kings,09,0615,Church,Comparable,Rural,(559) 582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230 ,230 ,128 ,710 ,145 ,194 ,736 ,0 ,0 ,187 ,359 ,0 ,40 ,"2,371 ",0 ,"4,519 ","1,061 ",813 ,"2,868 ",0 ,0 ,460 ,"1,367 ",0 ,171 ,"11,259 ",0 ,"11,251 ","1,212 ","2,301 ","16,369 ",0 ,1 ,"5,567 ","12,310 ",14 ,"1,271 ","50,296 ","36,678,268 ","8,029,792 ","6,828,524 ","27,724,612 ",0 ,0 ,"4,288,057 ","13,017,268 ",0 ,"1,313,217 ","97,879,738 ","34,472,172 ","5,856,666 ","9,591,580 ","71,965,205 ",0 ,"5,042 ","11,969,576 ","35,626,869 ","43,490 ","6,433,022 ","175,963,622 ","898,726 ","53,436,039 ","10,444,067 ","(2,541,652)","76,353,577 ",0 ,0 ,"3,563 ","14,411,686 ","36,026,683 ",0 ,"558,035 ",0 ,0 ,0 ,"6,764,597 ","196,355,321 ",0 ,0 ,0 ,0 ,0 ,"17,223,966 ","3,346,536 ","18,856,519 ","22,635,468 ",0 ,"1,446 ","1,713,677 ","12,286,802 ","22,272 ","1,401,353 ","77,488,039 ","5,170,231 ","69,896,247 ",0 ,"(3,945,656)",0 ,0 ,0 ,0 ,"3,748,269 ","190,251,908 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106100797,ADVENTIST MEDICAL CENTER - REEDLEY,20172,04/01/2017,06/30/2017,Open,Fresno,09,0607,District,Comparable,Rural,(559) 582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49 ,49 ,15 ,55 ,10 ,66 ,249 ,0 ,0 ,6 ,63 ,0 ,10 ,459 ,0 ,206 ,27 ,144 ,499 ,0 ,0 ,13 ,122 ,0 ,20 ,"1,031 ",0 ,"21,258 ","3,804 ","16,892 ","94,016 ",0 ,1 ,"1,610 ","19,874 ","3,757 ","3,960 ","165,172 ","1,452,838 ","202,553 ","1,308,233 ","5,037,492 ",0 ,0 ,"200,909 ","1,272,499 ",0 ,"205,326 ","9,679,850 ","8,704,633 ","1,409,879 ","6,922,932 ","37,045,420 ",0 ,169 ,"1,441,715 ","8,264,195 ","649,296 ","1,935,214 ","66,373,453 ","217,598 ","5,711,547 ","1,237,501 ","(189,219)","15,051,451 ",0 ,0 ,175 ,"1,233,810 ","4,344,414 ",0 ,"2,767,950 ",0 ,0 ,0 ,"1,551,452 ","31,926,679 ",0 ,0 ,0 ,"230,270 ","230,270 ","4,025,661 ","283,874 ","8,142,626 ","26,154,227 ",0 ,(19),"318,029 ","4,872,613 ","32,465 ","527,418 ","44,356,894 ","2,387,106 ","39,291,261 ",0 ,"(140,373)",0 ,0 ,0 ,0 ,"174,890 ","22,557,879 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,20172,04/01/2017,06/30/2017,Open,Orange,13,1012,Non Profit Other,Comparable,,(714) 999-5102,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,RICHARD CASTRO,223 ,223 ,223 ,626 ,468 ,265 ,800 ,0 ,0 ,13 ,444 ,0 ,75 ,"2,691 ",0 ,"2,872 ","3,467 ",916 ,"2,898 ",0 ,0 ,153 ,"1,252 ",0 ,226 ,"11,784 ",0 ,"2,278 ","1,608 ","1,599 ","4,859 ",0 ,0 ,407 ,"2,804 ",0 ,916 ,"14,471 ","59,977,659 ","49,964,019 ","19,835,870 ","58,834,021 ",0 ,0 ,"3,841,269 ","36,412,754 ",0 ,"5,131,677 ","233,997,269 ","16,229,594 ","25,073,198 ","5,540,762 ","30,012,486 ",0 ,0 ,"3,357,640 ","22,359,876 ",0 ,"2,950,451 ","105,524,007 ","3,874,903 ","66,513,004 ","61,132,460 ","23,258,642 ","76,805,008 ","(745,664)",0 ,0 ,"6,023,069 ","48,280,721 ",0 ,0 ,0 ,0 ,0 ,"3,679,895 ","288,822,038 ",0 ,"3,360 ",0 ,0 ,"3,360 ","9,694,249 ","13,904,757 ","2,863,654 ","12,044,859 ",0 ,0 ,"1,175,840 ","10,491,909 ",0 ,"527,330 ","50,702,598 ","203,311 ","45,714,228 ",0 ,0 ,0 ,0 ,0 ,0 ,"168,815 ","5,668,554 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106010735,ALAMEDA HOSPITAL,20172,04/01/2017,06/30/2017,Open,Alameda,05,0417,Non Profit Corp.,Comparable,,(510) 437-4800,2070 CLINTON AVENUE,ALAMEDA,94501,DELVECCHIO FINLEY,251 ,217 ,217 ,293 ,55 ,61 ,136 ,0 ,5 ,12 ,92 ,0 ,13 ,667 ,0 ,"4,189 ",531 ,"11,444 ",759 ,0 ,20 ,36 ,"1,073 ",0 ,402 ,"18,454 ",0 ,"2,212 ",235 ,210 ,"2,016 ",0 ,62 ,293 ,"1,488 ",0 ,"1,331 ","7,847 ","28,157,285 ","3,936,985 ","15,886,367 ","8,675,726 ",0 ,"361,090 ","540,380 ","5,450,560 ",0 ,"732,131 ","63,740,524 ","12,891,918 ","1,671,324 ","896,271 ","10,171,716 ",0 ,"852,312 ","1,025,450 ","6,102,297 ",0 ,"1,507,487 ","35,118,775 ","1,680,833 ","33,990,418 ","4,457,086 ","15,309,149 ","13,186,899 ","(101,866)",0 ,"1,213,401 ","1,310,038 ","8,158,261 ",0 ,"446,804 ",0 ,0 ,0 ,0 ,"79,651,023 ",0 ,0 ,"821,125 ",0 ,"821,125 ","7,058,785 ","1,151,223 ","1,575,355 ","5,660,543 ",0 ,"821,126 ","255,792 ","3,394,596 ",0 ,"111,981 ","20,029,401 ","68,338 ","24,416,586 ",0 ,"1,319,923 ",0 ,0 ,0 ,0 ,"1,555,638 ","7,382,285 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,20172,04/01/2017,06/30/2017,Open,Los Angeles,11,0913,Investor - Ptnr.,Comparable,,(626) 570-1606,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,IRIS LAI,144 ,144 ,144 ,333 ,287 ,60 ,580 ,0 ,0 ,3 ,112 ,0 ,6 ,"1,381 ",2 ,"2,321 ","1,012 ",878 ,"3,657 ",0 ,0 ,5 ,382 ,0 ,10 ,"8,265 ","2,351 ",947 ,578 ,461 ,"2,465 ",0 ,0 ,26 ,788 ,0 ,"1,830 ","7,095 ","31,359,762 ","16,183,225 ","7,198,667 ","38,649,001 ",0 ,0 ,"76,315 ","6,407,685 ",0 ,"200,533 ","100,075,188 ","7,017,553 ","3,633,739 ","1,736,551 ","10,540,801 ",0 ,0 ,"255,539 ","5,423,246 ",0 ,"1,837,534 ","30,444,963 ","930,477 ","31,319,331 ","18,026,065 ","7,049,944 ","45,337,930 ",0 ,0 ,0 ,"300,304 ","9,726,919 ",0 ,0 ,0 ,0 ,0 ,"945,977 ","113,636,947 ","21,790,516 ","3,168,119 ",0 ,0 ,"24,958,635 ","7,057,984 ","23,581,414 ","1,885,273 ","7,019,991 ",0 ,0 ,"31,550 ","2,104,011 ",0 ,"161,616 ","41,841,839 ","567,232 ","41,092,600 ",0 ,"106,574 ",0 ,0 ,0 ,0 ,"218,076 ","7,088,155 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,20172,04/01/2017,06/30/2017,Open,Alameda,05,0415,Non Profit Corp.,Comparable,,(510) 204-4444,2450 ASHBY AVENUE,BERKELEY,94705,CHARLES PROSPER,402 ,402 ,240 ,867 ,206 ,595 ,929 ,0 ,0 ,140 ,"1,331 ",6 ,16 ,"4,090 ",0 ,"4,101 ","1,298 ","2,167 ","3,512 ",0 ,0 ,"1,870 ","5,165 ",15 ,34 ,"18,162 ",0 ,"17,100 ","4,284 ","1,871 ","8,632 ",1 ,0 ,"1,210 ","23,281 ","1,136 ",336 ,"57,851 ","63,338,401 ","16,557,969 ","28,042,284 ","57,314,973 ",0 ,0 ,"22,358,708 ","71,462,259 ","261,398 ","576,353 ","259,912,345 ","59,971,882 ","14,615,446 ","5,142,907 ","34,165,864 ","6,596 ",0 ,"4,646,633 ","71,890,158 ","2,710,733 ","798,804 ","193,949,023 ","789,102 ","101,265,481 ","24,308,404 ","29,281,178 ","75,760,285 ",0 ,0 ,0 ,"22,921,867 ","68,841,240 ",0 ,"2,972,131 ",0 ,0 ,0 ,0 ,"326,139,688 ","873,668 ",0 ,0 ,"4,752,379 ","5,626,047 ","22,044,802 ","7,738,679 ","3,904,013 ","15,720,552 ","6,596 ",0 ,"4,083,474 ","79,263,556 ",0 ,"586,055 ","133,347,727 ","1,216,514 ","162,496,477 ",0 ,"3,135,735 ",0 ,0 ,0 ,0 ,"2,174,803 ","86,068,177 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106010937,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,20172,04/01/2017,06/30/2017,Open,Alameda,05,0417,Non Profit Corp.,Comparable,,(510) 655-4000,350 HAWTHORNE AVENUE,OAKLAND,94609,CHARLES PROSPER,354 ,354 ,235 ,"1,488 ",281 ,232 ,698 ,0 ,0 ,72 ,469 ,19 ,2 ,"3,261 ",0 ,"8,254 ","1,471 ","1,779 ","3,544 ",0 ,0 ,419 ,"2,627 ",48 ,6 ,"18,148 ",0 ,"9,489 ","1,739 ","1,406 ","8,808 ",13 ,0 ,499 ,"9,528 ",804 ,487 ,"32,773 ","134,301,611 ","27,596,838 ","24,660,098 ","55,028,689 ",0 ,0 ,"7,107,979 ","46,688,127 ","931,879 ","120,461 ","296,435,682 ","40,694,671 ","9,858,512 ","6,695,474 ","31,792,467 ","66,359 ",0 ,"9,393,123 ","34,076,800 ","1,985,200 ","1,215,110 ","135,777,716 ","921,803 ","142,153,040 ","30,405,372 ","24,219,972 ","73,246,231 ",0 ,"66,359 ",0 ,"8,997,697 ","34,632,267 ",0 ,"2,917,079 ",0 ,0 ,0 ,"413,768 ","317,973,588 ",0 ,0 ,0 ,0 ,0 ,"32,843,242 ","7,049,978 ","7,135,600 ","13,574,925 ",0 ,0 ,"7,503,405 ","46,132,660 ",0 ,0 ,"114,239,810 ","26,108,431 ","142,409,377 ",0 ,"2,111,717 ",0 ,0 ,0 ,0 ,"9,259,298 ","504,093,415 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106370652,ALVARADO HOSPITAL,20172,04/01/2017,06/30/2017,Open,San Diego,14,1418,Investor - Corp.,Comparable,,(619) 287-3270,6655 ALVARADO ROAD,SAN DIEGO,92120,ROBIN GOMEZ,306 ,306 ,306 ,415 ,127 ,111 ,300 ,4 ,0 ,90 ,201 ,1 ,11 ,"1,260 ",0 ,"2,130 ",528 ,570 ,"1,338 ",12 ,0 ,570 ,827 ,1 ,30 ,"6,006 ",0 ,"1,753 ",487 ,544 ,"2,558 ",49 ,0 ,676 ,"2,969 ",1 ,692 ,"9,729 ","33,760,197 ","9,432,716 ","6,078,242 ","15,913,595 ","447,765 ",0 ,"3,811,317 ","21,193,310 ","91,468 ","1,452,555 ","92,181,165 ","8,674,363 ","3,065,561 ","2,375,345 ","9,894,054 ","130,297 ",0 ,"1,318,167 ","10,614,300 ","11,683 ","1,675,260 ","37,759,030 ","2,632,674 ","34,218,227 ","8,303,186 ","3,753,017 ","21,661,917 ",0 ,"305,710 ",0 ,"3,314,420 ","24,586,572 ",0 ,"103,151 ",0 ,0 ,0 ,"247,213 ","99,126,087 ",0 ,0 ,0 ,0 ,0 ,"8,216,333 ","4,195,091 ","4,700,570 ","4,145,732 ","272,352 ",0 ,"1,815,064 ","7,221,038 ",0 ,"247,928 ","30,814,108 ","187,004 ","33,826,562 ","430,828 ",0 ,0 ,0 ,0 ,0 ,"3,213,918 ","65,888,851 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106370749,ALVARADO PARKWAY INSTITUTE BHS,20172,04/01/2017,06/30/2017,Open,San Diego,14,1422,Investor - Corp.,Comparable,,(619) 465-4411,7050 PARKWAY DRIVE,LA MESA,91942,PATRICK ZIEMER,66 ,66 ,66 ,218 ,54 ,65 ,0 ,0 ,0 ,0 ,217 ,0 ,3 ,557 ,0 ,"2,723 ",691 ,895 ,0 ,0 ,0 ,0 ,"1,291 ",0 ,14 ,"5,614 ",0 ,"30,773 ","1,784 ",0 ,0 ,0 ,0 ,0 ,"2,353 ",0 ,120 ,"35,030 ","7,152,500 ","1,455,255 ","2,410,796 ",0 ,0 ,0 ,0 ,"3,087,500 ",0 ,"22,597 ","14,128,648 ","6,679,475 ","367,004 ",0 ,0 ,0 ,0 ,0 ,"552,912 ",0 ,"51,495 ","7,650,886 ","125,398 ","9,123,573 ",0 ,"1,952,924 ",0 ,0 ,0 ,0 ,0 ,"3,654,566 ",0 ,0 ,0 ,0 ,0 ,0 ,"14,856,461 ",0 ,0 ,0 ,0 ,0 ,"4,583,004 ","1,822,259 ","457,872 ",0 ,0 ,0 ,0 ,"(14,154)",0 ,"74,092 ","6,923,073 ",0 ,"6,368,520 ",0 ,0 ,0 ,0 ,0 ,0 ,"166,423 ","1,735,068 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
