FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106150808,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,20171,01/01/2017,03/31/2017,Open,Kern,09,0623,Non Profit Corp.,Comparable,Rural,(661) 823-3000,115 WEST E STREET,TEHACHAPI,93561,DAVID EASTMAN,25 ,24 ,24 ,12 ,0 ,3 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,18 ,0 ,29 ,0 ,6 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,40 ,0 ,"1,389 ",327 ,917 ,"5,745 ",0 ,0 ,788 ,453 ,0 ,461 ,"10,080 ","201,685 ",0 ,"571,449 ","10,939 ",0 ,0 ,"146,302 ",0 ,0 ,0 ,"930,375 ","3,400,375 ","1,711,983 ","1,175,941 ","6,224,356 ",0 ,0 ,"433,087 ","2,982,489 ",0 ,"914,489 ","16,842,720 ","533,029 ","2,419,836 ","986,570 ","1,351,692 ","4,569,031 ",0 ,0 ,0 ,"474,554 ","1,420,651 ",0 ,"29,859 ",0 ,0 ,0 ,"394,346 ","12,179,568 ",0 ,0 ,0 ,0 ,0 ,"1,182,224 ","725,413 ","395,698 ","1,666,264 ",0 ,0 ,"104,834 ","1,561,838 ","(29,859)","(12,885)","5,593,527 ","53,169 ","5,589,510 ",0 ,"32,515 ",0 ,0 ,0 ,0 ,0 ,"1,099,789 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106164029,ADVENTIST MEDICAL CENTER - HANFORD,20171,01/01/2017,03/31/2017,Open,Kings,09,0615,Church,Comparable,Rural,(559) 582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230 ,230 ,145 ,965 ,183 ,182 ,661 ,0 ,0 ,143 ,605 ,0 ,63 ,"2,802 ",0 ,"5,397 ","1,039 ",734 ,"2,951 ",0 ,0 ,513 ,"2,190 ",0 ,201 ,"13,025 ",0 ,"13,879 ","1,305 ","4,157 ","28,132 ",0 ,0 ,"3,330 ","17,498 ",0 ,"4,218 ","72,519 ","45,240,896 ","5,672,806 ","5,617,690 ","21,477,680 ",0 ,0 ,"4,179,265 ","13,109,663 ",0 ,"1,358,537 ","96,656,537 ","32,459,867 ","5,518,540 ","10,203,644 ","62,513,707 ",0 ,0 ,"11,284,217 ","43,045,697 ",0 ,"11,343,290 ","176,368,962 ","(3,041,070)","73,958,797 ","4,550,868 ","5,374,752 ","61,898,270 ",0 ,0 ,0 ,"17,820,791 ","24,392,664 ",0 ,"2,095,318 ",0 ,0 ,0 ,"7,580,631 ","194,631,021 ",0 ,0 ,0 ,0 ,0 ,"3,741,966 ","6,640,478 ","10,446,582 ","22,093,117 ",0 ,0 ,"(2,357,309)","31,762,696 ",0 ,"6,066,948 ","78,394,478 ","5,201,264 ","67,074,523 ",0 ,"3,971,657 ",0 ,0 ,0 ,0 ,"4,207,085 ","189,965,784 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106100797,ADVENTIST MEDICAL CENTER - REEDLEY,20171,01/01/2017,03/31/2017,Open,Fresno,09,0607,District,Comparable,Rural,(559) 582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49 ,49 ,20 ,63 ,11 ,91 ,238 ,0 ,0 ,1 ,63 ,0 ,6 ,473 ,0 ,244 ,32 ,304 ,894 ,0 ,0 ,11 ,208 ,0 ,29 ,"1,722 ",0 ,"8,831 ",454 ,"5,742 ","34,838 ",0 ,0 ,682 ,"10,294 ",0 ,"2,307 ","63,148 ","1,619,643 ","305,593 ","1,649,581 ","4,744,073 ",0 ,0 ,"67,528 ","1,069,089 ",0 ,"133,643 ","9,589,150 ","8,518,154 ","789,741 ","7,356,503 ","36,100,089 ",0 ,0 ,"1,138,479 ","8,045,812 ",0 ,"2,578,019 ","64,526,797 ","247,153 ","6,321,208 ","587,695 ","(14,555,840)","21,407,831 ",0 ,0 ,0 ,"372,825 ","4,670,534 ",0 ,"3,692,405 ",0 ,0 ,0 ,"1,522,053 ","24,265,864 ",0 ,0 ,0 ,"110,029 ","110,029 ","3,816,589 ","507,639 ","23,561,924 ","19,436,331 ",0 ,0 ,"833,182 ","4,554,396 ",0 ,"(2,749,949)","49,960,112 ","816,139 ","37,581,333 ",0 ,"1,200,148 ",0 ,0 ,0 ,0 ,"1,608,897 ","22,773,339 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,20171,01/01/2017,03/31/2017,Open,Orange,13,1012,Non Profit Other,Comparable,,(714) 999-5102,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,RICHARD CASTRO,223 ,223 ,223 ,695 ,496 ,265 ,767 ,0 ,0 ,37 ,395 ,0 ,51 ,"2,706 ",0 ,"3,925 ","2,828 ","1,131 ","3,136 ",0 ,0 ,340 ,"1,442 ",0 ,174 ,"12,976 ",0 ,"2,094 ","1,628 ","1,604 ","4,874 ",0 ,0 ,439 ,"2,810 ",0 ,717 ,"14,166 ","66,758,095 ","56,638,132 ","17,739,268 ","54,930,913 ",0 ,0 ,"8,207,791 ","29,746,446 ",0 ,"3,195,110 ","237,215,755 ","23,205,645 ","27,587,496 ","7,526,690 ","32,957,803 ",0 ,0 ,"4,158,967 ","20,139,356 ",0 ,"2,720,865 ","118,296,822 ","3,038,121 ","78,191,691 ","71,958,975 ","23,165,278 ","75,199,055 ","(742,500)",0 ,0 ,"10,457,273 ","38,485,982 ",0 ,0 ,0 ,0 ,0 ,"2,617,680 ","302,371,555 ",0 ,"1,445,156 ",0 ,0 ,"1,445,156 ","11,772,049 ","12,266,653 ","2,843,180 ","14,134,817 ",0 ,0 ,"1,909,484 ","11,399,820 ",0 ,"260,175 ","54,586,178 ","14,664 ","48,010,750 ",0 ,0 ,0 ,0 ,0 ,0 ,"445,972 ","5,995,327 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106010735,ALAMEDA HOSPITAL,20171,01/01/2017,03/31/2017,Open,Alameda,05,0417,Non Profit Corp.,Comparable,,(510) 437-4800,2070 CLINTON AVENUE,ALAMEDA,94501,DELVECCHIO FINLEY,251 ,247 ,247 ,328 ,38 ,71 ,110 ,0 ,7 ,7 ,62 ,0 ,6 ,629 ,0 ,"4,552 ",513 ,"11,803 ",628 ,0 ,31 ,34 ,774 ,0 ,322 ,"18,657 ",0 ,"1,983 ",240 ,286 ,"1,969 ",0 ,81 ,321 ,"1,370 ",1 ,"1,348 ","7,599 ","32,693,040 ","3,570,114 ","18,095,987 ","7,844,977 ",0 ,"334,740 ","564,632 ","4,289,230 ",0 ,"399,214 ","67,791,934 ","11,438,235 ","1,472,162 ","1,340,275 ","10,023,005 ",0 ,"1,257,875 ","943,820 ","5,192,143 ","3,127 ","1,136,880 ","32,807,522 ","1,152,839 ","36,542,499 ","4,007,243 ","16,754,271 ","13,933,983 ","(2,213,019)",0 ,"1,592,615 ","1,262,034 ","6,695,444 ",0 ,"309,578 ",0 ,0 ,0 ,0 ,"80,037,487 ",0 ,0 ,"894,860 ",0 ,"894,860 ","7,588,776 ","1,035,033 ","4,895,010 ","3,933,999 ",0 ,"894,860 ","246,418 ","2,785,929 ",0 ,"76,804 ","21,456,829 ","(110,117)","25,836,579 ",0 ,"1,411,391 ",0 ,0 ,0 ,0 ,"232,504 ","6,259,370 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,20171,01/01/2017,03/31/2017,Open,Los Angeles,11,0913,Investor - Ptnr.,Comparable,,(626) 570-1606,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,IRIS LAI,144 ,144 ,144 ,501 ,295 ,58 ,430 ,0 ,0 ,7 ,116 ,0 ,7 ,"1,414 ",3 ,"3,240 ","1,149 ",789 ,"3,267 ",0 ,0 ,24 ,354 ,0 ,41 ,"8,864 ","2,333 ",951 ,637 ,509 ,"2,403 ",0 ,0 ,27 ,736 ,0 ,"1,541 ","6,804 ","43,370,147 ","18,127,918 ","7,478,031 ","31,765,096 ",0 ,0 ,"438,740 ","5,851,027 ",0 ,"559,590 ","107,590,549 ","6,404,107 ","4,075,157 ","1,996,923 ","9,855,732 ",0 ,0 ,"170,324 ","4,659,970 ",0 ,"2,454,405 ","29,616,618 ","880,067 ","40,077,153 ","21,052,162 ","9,442,613 ","38,005,618 ",0 ,0 ,0 ,"551,013 ","7,535,379 ",0 ,0 ,0 ,0 ,0 ,"1,673,792 ","119,217,797 ","20,267,562 ","3,195,606 ",0 ,0 ,"23,463,168 ","9,697,101 ","21,418,474 ","32,341 ","6,810,816 ",0 ,0 ,"58,051 ","2,975,618 ",0 ,"460,137 ","41,452,538 ","237,550 ","40,255,507 ",0 ,"39,675 ",0 ,0 ,0 ,0 ,"245,999 ","7,255,537 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,20171,01/01/2017,03/31/2017,Open,Alameda,05,0415,Non Profit Corp.,Comparable,,(510) 204-4444,2450 ASHBY AVENUE,BERKELEY,94705,CHARLES PROSPER,402 ,402 ,251 ,906 ,233 ,610 ,918 ,0 ,0 ,153 ,"1,425 ",11 ,16 ,"4,272 ",0 ,"4,345 ","1,310 ","2,371 ","3,066 ",0 ,0 ,"1,938 ","5,834 ",35 ,47 ,"18,946 ",0 ,"16,901 ","4,053 ","2,093 ","8,680 ",14 ,0 ,"1,186 ","23,209 ",969 ,0 ,"57,105 ","67,207,550 ","18,938,975 ","31,818,689 ","50,418,762 ",0 ,0 ,"24,786,939 ","76,864,968 ","648,330 ","883,197 ","271,567,410 ","59,371,935 ","13,325,985 ","5,915,699 ","33,770,352 ","80,443 ",0 ,"3,242,463 ","73,025,631 ","2,191,584 ",0 ,"190,924,092 ","1,148,602 ","99,732,557 ","25,382,223 ","33,413,891 ","67,762,579 ",0 ,0 ,0 ,"23,257,727 ","70,555,381 ",0 ,"2,839,914 ",0 ,0 ,0 ,"549,206 ","324,642,080 ","609,856 ",0 ,0 ,"4,722,806 ","5,332,662 ","26,846,928 ","7,492,593 ","4,320,497 ","16,426,535 ","80,443 ",0 ,"4,771,675 ","83,243,413 ",0 ,0 ,"143,182,084 ","1,727,267 ","159,439,861 ",0 ,"(4,300)",0 ,0 ,0 ,0 ,"847,560 ","87,953,558 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106010937,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,20171,01/01/2017,03/31/2017,Open,Alameda,05,0417,Non Profit Corp.,Comparable,,(510) 655-4000,350 HAWTHORNE AVENUE,OAKLAND,94609,CHARLES PROSPER,354 ,354 ,251 ,"1,587 ",314 ,252 ,655 ,0 ,0 ,64 ,548 ,11 ,10 ,"3,441 ",0 ,"8,964 ","1,772 ","1,790 ","3,619 ",0 ,0 ,297 ,"2,857 ",38 ,31 ,"19,368 ",0 ,"9,924 ","1,707 ","1,284 ","8,578 ",2 ,0 ,461 ,"9,563 ",829 ,542 ,"32,890 ","139,431,768 ","28,485,530 ","25,954,774 ","55,509,186 ",0 ,0 ,"6,466,088 ","50,181,527 ","801,887 ","633,405 ","307,464,165 ","43,402,684 ","8,694,655 ","6,672,468 ","32,185,035 ","2,912 ",0 ,"10,048,657 ","33,777,257 ","2,060,125 ","1,389,787 ","138,233,580 ","1,150,284 ","147,824,342 ","29,539,239 ","27,273,828 ","70,434,461 ",0 ,"2,912 ",0 ,"9,726,469 ","39,553,019 ",0 ,"2,862,012 ",0 ,0 ,0 ,"612,288 ","328,978,854 ",0 ,0 ,0 ,0 ,0 ,"35,010,110 ","7,640,946 ","5,353,414 ","17,259,760 ",0 ,0 ,"6,788,276 ","44,405,765 ",0 ,"260,620 ","116,718,891 ","52,301,879 ","155,230,577 ",0 ,"4,063,564 ",0 ,0 ,0 ,0 ,"4,430,690 ","502,759,859 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106370652,ALVARADO HOSPITAL,20171,01/01/2017,03/31/2017,Open,San Diego,14,1418,Investor - Corp.,Comparable,,(619) 287-3270,6655 ALVARADO ROAD,SAN DIEGO,92120,ROBIN GOMEZ,306 ,306 ,306 ,485 ,179 ,102 ,305 ,10 ,0 ,96 ,225 ,0 ,14 ,"1,416 ",0 ,"2,236 ",835 ,534 ,"1,573 ",22 ,0 ,739 ,936 ,0 ,32 ,"6,907 ",0 ,"1,693 ",569 ,541 ,"2,722 ",47 ,0 ,703 ,"3,081 ",1 ,737 ,"10,094 ","37,909,357 ","15,366,853 ","5,504,457 ","18,550,618 ","890,627 ",0 ,"3,052,947 ","22,997,263 ",0 ,"1,704,188 ","105,976,310 ","8,946,450 ","4,017,020 ","1,892,580 ","9,891,942 ","63,675 ",0 ,"2,119,697 ","10,922,977 ","11,820 ","1,588,744 ","39,454,905 ","1,867,724 ","37,250,952 ","15,116,404 ","3,305,773 ","24,211,114 ",0 ,"776,478 ",0 ,"4,506,342 ","23,883,090 ",0 ,"11,821 ",0 ,0 ,0 ,"1,298,581 ","112,228,279 ",0 ,0 ,0 ,0 ,0 ,"9,604,855 ","4,267,469 ","4,091,264 ","4,231,446 ","177,824 ",0 ,"666,302 ","10,037,150 ",0 ,"126,626 ","33,202,936 ","968,578 ","33,603,041 ","396,363 ",0 ,0 ,0 ,0 ,0 ,"2,133,601 ","64,098,579 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106370749,ALVARADO PARKWAY INSTITUTE BHS,20171,01/01/2017,03/31/2017,Open,San Diego,14,1422,Investor - Corp.,Comparable,,(619) 465-4411,7050 PARKWAY DRIVE,LA MESA,91942,PATRICK ZIEMER,66 ,66 ,66 ,240 ,37 ,53 ,0 ,0 ,0 ,0 ,186 ,0 ,3 ,519 ,0 ,"2,934 ",476 ,860 ,0 ,0 ,0 ,0 ,"1,238 ",0 ,12 ,"5,520 ",0 ,"29,975 ","1,222 ",0 ,0 ,0 ,0 ,0 ,"1,794 ",0 ,207 ,"33,198 ","7,335,000 ","1,237,956 ","2,261,844 ",0 ,0 ,0 ,0 ,"3,105,000 ",0 ,"23,889 ","13,963,689 ","6,654,458 ","255,610 ",0 ,0 ,0 ,0 ,0 ,"636,628 ",0 ,"24,161 ","7,570,857 ","358,500 ","8,664,012 ",0 ,"1,714,822 ",0 ,0 ,0 ,0 ,0 ,"3,744,427 ",0 ,0 ,0 ,0 ,0 ,0 ,"14,481,761 ",0 ,0 ,0 ,0 ,0 ,"4,966,947 ","1,493,566 ","547,022 ",0 ,0 ,0 ,0 ,"(2,799)",0 ,"48,049 ","7,052,785 ",0 ,"6,134,841 ",0 ,0 ,0 ,0 ,0 ,0 ,"141,519 ","1,693,650 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
