FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106580996,ADVENTIST HEALTH AND RIDEOUT,20202,04/01/2020,06/30/2020,OPEN,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,,530-749-4663,726 FOURTH ST,MARYSVILLE,95901,RICK RAWSON,221,221,91,783,23,142,433,0,0,278,0,0,14,1673,0,4255,100,576,1852,0,0,1013,0,0,160,7956,0,9255,220,1059,5401,0,0,4940,0,0,614,21489,118737835,2858084,14997684,47975684,0,0,31505699,0,0,2794039,218869025,57376750,1470247,6181503,32913232,0,0,30438571,0,0,3366898,131747201,4874781,138514309,2830472,17979340,66536729,0,0,0,22554755,0,0,0,0,0,0,2893889,256184275,0,0,0,0,0,33385724,1396413,2667510,12649309,0,0,38271233,0,0,6061762,94431951,862129,122932132,0,0,0,0,0,0,5289415,325750092,0,0,0,0,0,0,0,0,0,0,0,0,0
106150788,ADVENTIST HEALTH BAKERSFIELD,20202,04/01/2020,06/30/2020,OPEN,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254,254,138,663,617,172,749,0,0,199,837,4,16,3257,0,3094,2144,867,2387,0,0,942,2694,11,50,12189,0,8499,2729,1217,8435,0,0,1823,13960,116,1479,38258,67305825,50957318,17394847,48354679,0,0,16071310,55722997,471206,2188435,258466617,41622984,34456194,5341300,44450050,0,0,15133150,64928672,290124,3703838,209926312,3232620,91295018,76134340,15852738,68329829,0,0,0,22333815,90865877,0,2906952,0,0,0,4757428,375708617,0,0,0,0,0,16900875,8674594,6101947,23971313,0,0,8593128,27599402,261330,581723,92684312,1089795,96634730,0,465537,0,0,0,0,14382694,147285151,0,0,0,0,0,0,0,0,0,0,0,0,0
106171049,ADVENTIST HEALTH CLEARLAKE,20202,04/01/2020,06/30/2020,OPEN,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVE,CLEARLAKE,95422,DAVID SANTOS,25,25,12,86,1,19,63,0,0,11,10,0,1,191,0,398,6,59,177,0,0,32,25,0,3,700,0,15792,308,1909,14946,0,0,4236,2332,0,905,40428,9542326,208828,1224655,4962939,0,0,942119,940001,0,197162,18018030,21115382,473081,2448428,17730310,0,0,1101694,7345543,0,1435266,51649704,74314,15156538,511081,1760571,17736620,-205998,0,0,1167874,4089222,0,293994,0,0,0,2088522,42672738,0,2765344,0,0,2765344,16174464,193533,1470976,7413075,0,0,699593,3437071,0,371628,29760340,2115310,34639279,0,11635,0,0,0,0,1162704,41195183,0,0,0,0,0,0,0,0,0,0,0,0,0
106150706,ADVENTIST HEALTH DELANO,20202,04/01/2020,06/30/2020,OPEN,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-725-4800,1401 GARCES HIGHWAY,DELANO,93215,DAVID BUTLER,156,156,156,82,35,77,199,0,0,40,19,0,13,465,4,2126,317,2129,974,0,0,256,233,0,26,6061,4298,1954,1076,1430,8783,0,0,2241,1282,0,1115,17881,5948779,1813491,8418736,4200945,0,0,1583318,1043927,0,182718,23191914,2413563,974331,1647220,7479720,0,0,2981591,1071229,0,929440,17497094,549211,5802795,2579484,7722668,8403103,-397986,0,0,2106607,915577,0,101435,0,0,0,0,27782894,0,0,0,0,0,1908901,208338,2741274,3277562,0,0,2458302,1199579,0,1112158,12906114,138987,20688656,0,0,0,0,0,0,39296,57856539,0,0,0,0,0,0,0,0,0,0,0,0,0
106190323,ADVENTIST HEALTH GLENDALE,20202,04/01/2020,06/30/2020,OPEN,Los Angeles,11 - Los Angeles,909,Church,Comparable,,818-409-8000,1509 WILSON TERRACE,GLENDALE,91206,KEVIN ROBERTS,515,462,199,1368,335,375,660,0,0,42,637,15,4,3436,0,7851,1419,3583,2414,0,0,142,2176,103,29,17717,0,8370,1310,885,5042,0,0,2155,10070,4,901,28737,191882752,44898046,40987754,62057781,0,0,12008007,57407084,1673205,463702,411378331,45860471,13570747,5850820,37709327,0,0,3119189,44821686,49404,12054930,163036574,5665085,210051913,48567831,34067727,65320603,0,0,0,9635274,96220271,0,4328491,0,0,0,9649187,483506382,0,0,0,0,0,24176596,9688507,12155096,30892806,0,0,4775028,4969592,222609,4028289,90908523,4718637,120149945,0,1648519,0,0,0,0,3300817,186483557,0,0,0,0,0,0,0,0,0,0,0,0,0
106164029,ADVENTIST HEALTH HANFORD,20202,04/01/2020,06/30/2020,OPEN,Kings,09 - Central,615,Church,Comparable,Rural,559-582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230,230,125,637,228,253,809,0,0,158,417,0,14,2516,0,3518,1196,1190,3055,0,0,415,1545,0,64,10983,0,8364,1854,2795,17704,0,0,5087,11215,0,1593,48612,35465283,11573416,9117645,33189550,0,0,5092514,17200649,0,1232059,112871116,24128754,8782632,7206801,54494112,0,0,8930963,30062227,0,7480706,141086195,6501214,46235097,16915203,8208834,57683142,-1094663,0,0,10806715,25923863,0,1861444,0,0,0,8647540,181688389,0,4916639,0,0,4916639,12169276,2972634,7560529,34694508,0,0,1312949,18373124,0,102541,77185561,1083132,76948302,0,1501249,0,0,0,0,1453850,176722983,0,0,0,0,0,0,0,0,0,0,0,0,0
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20202,04/01/2020,06/30/2020,OPEN,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,Rural,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,22,211,22,25,83,0,0,19,34,0,5,399,0,893,108,108,354,0,0,55,97,0,10,1625,0,4756,420,331,3136,0,0,1343,3136,0,477,13599,16452171,1796324,1653737,5463678,0,0,1303998,2450161,0,315286,29435355,7508845,881541,1077570,6653740,0,0,248543,4918087,0,1122645,22410971,374335,17052460,2323153,1726981,7306382,0,0,0,391754,4713783,0,1206764,0,0,0,1452494,36548106,0,1099300,0,0,1099300,6814298,331501,696442,5377635,0,0,809117,1934122,0,434405,16397520,1329363,19207150,0,715610,0,0,0,0,0,60722363,0,0,0,0,0,0,0,0,0,0,0,0,0
106390923,ADVENTIST HEALTH LODI MEMORIAL,20202,04/01/2020,06/30/2020,OPEN,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,DANIEL WOLCOTT,190,190,59,505,143,120,328,0,0,49,248,0,9,1402,0,1972,643,509,958,0,0,122,752,0,51,5007,0,11491,3348,1854,9992,0,0,3519,10182,0,2648,43034,62130832,18877956,12248373,26756794,0,0,1921136,23940242,0,1737353,147612686,42589252,13601962,6876591,36637352,0,0,3889024,33592719,0,7458321,144645221,5459116,92023091,27200824,13598672,51563343,0,0,0,4260293,38056286,0,766395,0,0,0,7783619,240711639,0,115521,0,0,115521,12299697,5027599,4892456,11621144,0,0,1001273,16499199,0,320421,51661789,1051620,59451349,0,249882,0,0,0,0,3276465,118341901,0,0,0,0,0,0,0,0,0,0,0,0,0
106100797,ADVENTIST HEALTH REEDLEY,20202,04/01/2020,06/30/2020,OPEN,Fresno,09 - Central,607,District,Comparable,Rural,559-582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49,49,19,32,17,67,232,0,0,1,47,0,1,397,0,227,259,138,633,0,0,7,84,0,3,1351,0,16419,4517,8381,65215,0,0,1515,16779,0,6423,119249,1289189,1184576,1231051,5118262,0,0,35715,858384,0,30662,9747839,8332852,2677532,4281342,26703570,0,0,1304678,8935164,0,4119623,56354761,1648699,2557991,2574681,2469621,9636168,-1230261,0,0,266853,4677911,0,1193180,0,0,0,2231250,26026093,0,454451,0,0,454451,6713680,1159353,3035362,23423414,0,0,761603,4358003,0,1079543,40530958,336157,41061692,0,339123,0,0,0,0,4774332,33330234,0,0,0,0,0,0,0,0,0,0,0,0,0
106560525,ADVENTIST HEALTH SIMI VALLEY,20202,04/01/2020,06/30/2020,OPEN,Ventura,10 - Santa Barbara/Ventura,813,Church,Comparable,,805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,144,130,74,528,203,68,225,0,0,13,403,0,6,1446,0,2950,890,305,874,0,0,41,1329,0,25,6414,0,1439,641,324,1732,0,0,2777,5626,0,261,12800,50498182,16282088,3960056,13810266,0,0,868143,25855920,0,316082,111590737,13364866,6185608,2868715,10450708,0,0,2607220,23294898,0,607178,59379193,1590551,53067845,20676024,4935302,16600601,0,0,0,794070,34801102,0,238523,0,0,0,2170729,134874747,0,0,0,0,0,9779469,1346263,1631585,7079151,0,0,2570353,13143291,0,545071,36095183,695575,41818735,0,84279,0,0,0,0,1176485,120773878,0,0,0,0,0,0,0,0,0,0,0,0,0
