FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106010735,ALAMEDA HOSPITAL,20193,07/01/2019,09/30/2019,Open,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-437-4800,2070 CLINTON AVE,ALAMEDA,94501,DELVECCHIO FINLEY,247,247,247,277,48,72,158,0,12,10,86,1,26,690,0,1618,340,14374,1013,0,31,39,849,56,179,18499,0,3648,479,262,1726,0,144,319,2238,2,1119,9937,20568785,2405708,25197009,9576936,0,725415,525636,3021578,46681,1186578,63254326,10240867,1493327,1039351,8634313,0,1198508,767977,5670853,24340,1742916,30812452,2198585,25511651,3098676,22941456,16329538,0,0,1923923,1082290,6138318,0,655455,0,0,0,0,79879892,0,0,0,0,0,5298001,800359,3294904,1881711,0,0,211323,2554113,71021,75454,14186886,24160,20953204,0,1245666,0,0,0,0,1079597,10154047,0,0,0,0,0,0,0,0,0,0,0,0,0
106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,20193,07/01/2019,09/30/2019,Open,Alameda,05 - East Bay,415,Non Profit Corp.,Comparable,,510-204-4444,2450 ASHBY AVENUE,BERKELEY,94705,GERALD KOZAI,401,401,237,716,239,565,837,0,0,143,1169,40,11,3720,0,4344,1208,2525,2834,0,0,1898,5077,157,42,18085,0,8484,2416,986,4349,1,0,722,8037,732,245,25972,61187389,18486090,31111492,49912704,0,0,23697723,69185941,2221347,604851,256407537,64311729,18149544,5410077,32710449,3851,0,4371258,64395380,4335796,1370646,195058730,2863079,99455957,28748835,24734952,63247282,0,2288,0,25005797,56872735,0,6557143,0,0,0,506882,307994950,967908,0,0,7050713,8018621,25083045,8796468,11752854,19374792,1563,0,2823358,82751461,0,906397,151489938,864984,158639918,0,4382164,0,0,0,0,1989236,90689331,0,0,0,0,0,0,0,0,0,0,0,0,0
106010776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,20193,07/01/2019,09/30/2019,Open,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-428-3885,747 52ND STREET,OAKLAND,94609,"MICHAEL ANDERSON, MD",190,190,190,0,0,699,799,0,0,0,600,0,33,2131,0,0,0,5211,2391,0,0,0,2338,0,78,10018,0,243,0,13897,32474,0,0,0,20033,142,2703,69492,0,0,106281926,45732043,0,0,0,55731906,0,1680187,209426062,2617937,0,38866855,65853954,0,0,0,63232789,140573,2670891,173382999,774804,1947979,0,106775894,93887853,0,0,0,0,71298980,0,540329,0,0,0,0,275225839,0,0,0,0,0,669958,0,38372887,17698144,0,0,0,46890912,0,3951321,107583222,17161206,156973272,0,3861346,0,0,0,0,11496000,332770000,0,0,0,0,0,0,0,0,0,0,0,0,0
106010846,HIGHLAND HOSPITAL,20193,07/01/2019,09/30/2019,Open,Alameda,05 - East Bay,417,City/County,Comparable,,510-437-4800,1411 EAST 31ST STREET,OAKLAND,94602,DELVECCHIO FINLEY,408,372,372,841,96,916,1631,0,81,59,252,16,136,4028,0,7779,471,12002,8441,0,266,352,1094,53,681,31139,0,16565,283,13827,36275,0,11750,631,2348,436,4514,86629,97722144,10044184,92649460,126709034,0,5770973,6384157,23969476,1313533,8975084,373538045,44613309,3143375,29833319,89694233,0,25167594,3572694,9776797,1750390,15147430,222699141,17744890,114130256,10662820,95841620,169847751,-18729000,0,30938567,7716314,16615327,0,2996734,0,0,0,4716996,452482275,0,0,10281643,0,10281643,28205197,2524739,45370159,46555516,0,10281643,2240537,17130946,67189,1660628,154036554,42488924,227529784,0,0,0,0,0,0,12669524,140506688,0,0,0,0,0,0,0,0,0,0,0,0,0
106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,20193,07/01/2019,09/30/2019,Open,Alameda,05 - East Bay,421,Investor - Corp.,Comparable,,510-357-8300,2800 BENEDICT DRIVE,SAN LEANDRO,94577,VARSHA CHAUHAN,99,99,99,45,1,5,32,0,0,4,14,0,0,101,0,1815,786,564,2281,0,0,91,769,0,0,6306,0,0,0,0,0,0,0,0,0,0,0,0,18469761,7612443,3942505,18159804,0,0,864121,6703565,0,0,55752199,0,0,0,0,0,0,0,0,0,0,0,39904,14352900,5042001,3529586,12243458,0,0,0,174311,5015866,0,0,0,0,0,0,40398026,0,0,0,0,0,4116861,2570442,412919,5916346,0,0,689810,1647795,0,0,15354173,161104,11430260,0,0,0,0,0,0,176237,2956243,0,0,0,0,0,0,0,0,0,0,0,0,0
106010937,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,20193,07/01/2019,09/30/2019,Open,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-655-4000,350 HAWTHORNE AVENUE,OAKLAND,94609,GERALD KOZAI,354,354,216,1441,351,185,558,1,0,80,415,36,20,3087,0,7892,1952,1348,2823,9,0,317,2032,166,62,16601,0,3322,719,506,4425,0,0,350,2568,671,217,12778,132226100,32176798,18618730,50336350,71117,0,6631546,38585941,2884522,1415839,282946943,41692919,12808380,4955819,31747800,0,0,2889527,38680294,3332665,1015524,137122928,2384534,141024329,36647939,14395689,66446926,0,70576,0,7734025,30121294,0,6217187,0,0,0,1123954,306166453,0,0,0,0,0,32177985,8118824,9174798,15636704,541,0,1269397,46569380,0,955789,113903418,22937989,151145149,0,3080915,0,0,0,0,6689105,513666012,0,0,0,0,0,0,0,0,0,0,0,0,0
106010967,ST. ROSE HOSPITAL,20193,07/01/2019,09/30/2019,Open,Alameda,05 - East Bay,421,Non Profit Corp.,Comparable,,510-264-4000,27200 CALAROGA AVENUE,HAYWARD,94545,AMAN DHUPER,171,171,165,446,71,118,343,0,0,8,103,14,41,1144,0,2085,301,503,994,0,0,25,279,32,46,4265,0,1893,241,775,3680,301,0,543,1063,278,855,9629,44282996,6770541,10035922,23648427,0,0,491200,6754402,488953,871133,93343574,8324100,1717451,3249417,14528845,1177931,0,1406859,4470851,782086,2403881,38061421,2917670,32966954,5606814,16662776,36869715,47358,1429983,0,70920,7414934,0,1115958,-16000000,0,0,115297,89218379,0,0,0,0,0,19640142,2881178,-3424795,1307557,-252052,0,1827139,3810319,16155081,242047,42186616,71735,31484220,0,61541,0,0,0,0,534046,34109711,0,0,0,0,0,0,0,0,0,0,0,0,0
106010987,WASHINGTON HOSPITAL - FREMONT,20193,07/01/2019,09/30/2019,Open,Alameda,05 - East Bay,421,District,Comparable,,510-797-1111,2000 MOWRY AVENUE,FREMONT,94538,NANCY FARBER,341,319,157,1152,195,171,420,0,0,56,899,27,42,2962,0,6327,1131,1127,2192,0,0,176,3281,39,155,14428,0,13994,1404,1010,5801,0,0,807,12637,74,1495,37222,163056612,27524366,29450970,48109739,0,0,8169419,86638966,571980,5954389,369476441,73817740,10685952,4433846,23296024,0,0,2706837,47191029,314906,5712787,168159121,13472678,208023083,32941231,26250029,64634207,0,0,0,6962667,64399753,0,886886,0,0,0,692462,418262996,0,0,0,0,0,28776351,5251051,7402583,6766968,0,0,3901582,67079881,0,194150,119372566,1361570,127598867,0,6433283,0,0,0,0,3640660,711853820,0,28,103,319,3465906,2273197,3135274,0,0,2603829,0,0,0
106013619,SAN LEANDRO HOSPITAL,20193,07/01/2019,08/18/2019,Open,Alameda,05 - East Bay,421,City/County,Comparable,,510-437-4800,13855 EAST 14TH STREET,SAN LEANDRO,94578,DELVECCHIO FINLEY,93,63,63,119,25,27,104,0,10,0,22,1,3,311,0,537,86,122,404,0,26,0,77,3,51,1306,0,873,76,254,1982,0,151,79,446,11,426,4298,9710010,1793191,2330796,7123678,0,473398,0,1458930,55303,767347,23712653,5658574,533734,1577618,8119690,0,602011,298666,1942780,56769,1933824,20723666,1420176,12362596,1853918,3340817,14205532,0,0,447,230394,1811063,0,377515,0,0,0,0,35602458,0,0,0,0,0,3005988,473007,567597,1037836,0,1074962,68272,1590647,112072,903480,8833861,11367,7304563,0,0,0,0,0,0,118333,7039026,0,0,0,0,0,0,0,0,0,0,0,0,0
106013687,MERRITT PERALTA INSTITUTE CDRH,20193,07/01/2019,09/30/2019,Open,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-869-8802,3012 SUMMIT STREET,OAKLAND,94609,GERALD KOZAI,24,24,24,0,4,1,0,0,0,6,116,0,3,130,0,0,22,29,0,0,0,73,1806,6,37,1973,0,0,0,0,0,0,0,0,848,0,0,848,0,64441,55049,0,0,0,136523,4101737,12653,88737,4459140,0,0,0,0,0,0,0,956877,0,0,956877,74939,0,9453,0,0,0,0,0,136523,2549193,0,12653,0,0,0,39793,2822554,0,0,0,0,0,0,54988,55049,0,0,0,0,2474357,0,9069,2593463,1125,784631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
